Genus,Species,q,r,Vr,CVN,MA_Yr,RW-Yr,EX_Yr,RL_Yr,GL_Yr,TL_Yr,MA_G,RW_G,EX_G,RL_G,GL_G,TL_G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Ardea,purpurea,18,-0.005397986,0.07535432,0.198946738,5.136755207,8.438830662,8.841023027,4.652057702,4.661605223,4.774576994,5.411712621,9.841895908,10.17388722,4.826148124,4.70485086,4.913114081,1,7.207859871,0,0.4,0.404761905,0.666666667,874,840,1350,2,22,300,,,1,2,1,1,2,1,3,1,,3,3,5,1,2,LC,1
Ciconia,ciconia,41,-0.055782461,0.066521293,0.835561647,10.2593004,8.347793642,13.15570876,12.70583006,7.453061263,7.500823844,13.09501138,12.30155001,20.72326584,20.37511863,10.53462917,10.24639356,1,7.377758908,0,0.4,0.285714286,0.833333333,3473,1010,1600,2,48,216,,,2,1,1,1,2,1,1,1,,4,2,5,1,2,LC,2
Nipponia,nippon,16,0.129965096,0.060959788,0.353555074,4.877452448,8.568275792,4.362616713,4.752036909,4.844948949,4.760933534,5.046723535,8.432959629,4.897582728,4.837351808,5.034750873,4.7981917,1,6.504288174,0.5,1,1,0.666666667,1200,668,,2,12,240,,,4,4,1,1,3,3,6,3,,3,2,5,2,2,EN,2
Columba,oenas,12,0.34119538,0.217299723,0.716028611,5.094591296,13.45965524,4.39067278,4.974797171,5.131410169,4.947301468,5.285518286,15.27956413,5.135816781,5.146750644,5.320143106,5.126425052,0,5.799092654,0.25,0.4,0.238095238,0.833333333,291,330,,2,18,144,,,4,3,1,1,2,1,2,2,,5,2,3,1,2,LC,1
Columba,palumbus,24,0.021284401,0.254200386,0.727177492,10.86745694,12.06549941,10.43800309,7.738290342,8.144619068,7.081013571,13.38525068,15.07687816,12.50580546,9.224972834,9.823621189,7.95041164,0,5.991464547,0,0.2,0.380952381,0.666666667,490,400,,2,24,180,,,4,3,1,1,1,1,1,1,,4,1,4,1,1,LC,1
Zenaida,macroura,27,-0.025672118,2.062511249,1.150500329,17.03873246,20.72326584,20.72326584,19.45931416,15.85444942,13.12692723,13.08496919,20.72326584,20.72326584,4.435431935,19.90636056,17.52726192,0,5.736572297,0.25,0,0.119047619,0.666666667,119,310,,2,18,180,,,4,2,1,0,1,1,1,2,,4,2,3,1,2,LC,1
Columba,mayeri,12,-0.075065545,0.083019276,0.338094349,9.098632636,8.729996557,15.26897732,5.211542503,5.190650987,5.028001025,9.404997164,9.741302947,13.71495312,5.40271513,5.418360223,5.165885493,1,5.991464547,1,0.8,0.357142857,0.666666667,300,400,,2,18,150,,,4,4,1,1,3,2,5,5,,2,2,3,1,2,EN,2
Coccyzus,americanus,39,0.017773005,0.563671266,0.521095787,6.421215314,15.74637042,14.55620694,6.524099108,6.479096597,5.905393829,6.616791623,12.13690282,11.73301361,6.59997789,6.758362459,5.96369182,0,5.579729826,0,0.2,0.404761905,0.666666667,64,265,,2,6,81,,,4,2,1,1,1,1,2,1,,5,2,5,1,2,LC,1
Accipiter,gentilis,21,-0.041190354,0.934215212,1.850068356,14.13254508,19.32812678,20.72326584,13.21356259,8.238669821,7.960239629,11.8008917,20.72326584,20.72326584,17.44754585,9.435480799,9.009189303,0,7.003065459,0,0.4,0.523809524,0.666666667,1025,600,1100,2,24,120,,,4,3,1,1,2,1,2,1,,4,2,5,1,2,LC,1
Accipiter,nisus,17,-0.005606481,0.014637775,0.076834459,4.23035167,6.108173325,6.563221075,4.200621281,4.198978886,4.201140916,4.278440162,6.412058763,6.764994917,4.263790695,4.224696787,4.265048929,1,6.551080335,0,0.4,0.404761905,0.833333333,238,350,700,2,18,84,,,4,2,1,1,2,1,2,1,,5,2,5,1,2,LC,2
Aquila,chrysaetos,14,-0.074389562,0.054648608,0.103107549,9.121602864,7.99194034,14.51007462,4.811003996,4.738576368,4.723050218,10.02837256,11.96246994,20.72326584,5.061158734,4.942661523,4.894034508,1,7.666221926,0,0.4,0.523809524,0.833333333,4195,890,2135,2,48,360,,,4,3,1,1,2,1,2,1,,1,2,5,1,2,LC,2
Buteo,lagopus,36,-0.006867808,1.442323499,1.155471227,17.00715605,20.72326584,20.72326584,20.72326584,20.72326584,17.00715605,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,1,4.955827058,0,0.4,0.404761905,0.833333333,956,560,142,2,24,216,,,4,2,1,1,2,1,2,1,,5,2,5,1,2,LC,2
Buteo,lineatus,19,-0.353026106,0.806296373,1.078460998,11.42259373,19.08678107,20.72326584,20.72326584,20.72326584,9.786676096,12.11162612,20.72326584,20.72326584,20.72326584,20.72326584,12.11162612,0,6.907755279,0.25,0.2,0.523809524,0.666666667,559,420,1000,2,24,144,,,4,3,1,1,1,1,2,2,,3,2,5,1,2,LC,1
Circus,cyaneus,31,-0.154435218,3.170354321,1.11797128,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,0,4.700480366,0,0.4,0.404761905,0.666666667,435,500,110,2,24,144,,,3,2,1,1,2,1,2,1,,3,2,5,1,2,LC,1
Haliaeetus,leucocephalus,23,0.02690899,0.365993011,0.686106818,11.279906,13.50770463,11.51511052,7.458544274,6.656882325,20.72326584,12.28377962,20.72326584,19.35538235,9.081011354,7.616337523,20.72326584,1,7.60090246,0.25,0.6,0.404761905,0.833333333,4740,850,2000,2,48,336,,,3,2,1,1,2,2,3,2,,2,2,5,1,2,CD,2
Milvus,milvus,54,0.056113587,0.067723427,0.541525768,6.567423339,8.264535401,5.222334498,6.433222985,6.509754391,6.500075707,7.01057248,8.065715924,6.284055703,6.709526638,6.944787028,6.828054452,1,7.522940918,0.25,0.6,0.404761905,0.666666667,1080,635,1850,2,12,264,,,4,2,1,1,3,1,3,2,,2,2,5,1,2,CD,2
Rostrhamus,sociabilis,19,0.066575448,0.18900493,0.611293035,7.641710229,10.97828963,6.954835712,5.690694043,5.712322888,20.72326584,7.925251845,10.88537744,8.535741532,5.929510257,5.898885552,20.72326584,1,7.047517221,0.25,0.8,0.761904762,0.666666667,378,425,1150,2,12,120,,,1,2,1,1,3,2,3,2,,2,2,5,2,2,CD,1
Gymnogyps,californianus,15,-0.076845301,0.124447669,0.440760576,10.75172978,9.703218053,16.42512679,6.839215548,6.245876255,5.923934616,17.866582,20.39441759,20.72326584,8.86004323,7.401114264,6.746769957,1,6.98471632,1,1,1,0.833333333,10104,1190,1080,2,96,480,,,4,4,1,1,3,3,5,5,,1,1,5,2,2,CR,2
Falco,peregrinus,21,0.047401336,0.026468914,0.453033113,6.582342991,6.857808797,4.531577838,6.440243906,12.96247859,6.619130059,7.355395316,7.855812015,5.213973089,7.406365962,12.67568762,7.600504439,1,6.907755279,0,0.4,0.523809524,0.666666667,782,460,1000,2,24,180,,,4,3,1,1,2,1,3,1,,3,1,5,1,1,LC,2
Falco,rusticolus,62,-0.017719553,0.139480899,0.563355015,7.025045025,9.946614314,11.38303645,6.555725146,5.890947336,5.811670191,8.021601982,12.25449028,13.5278098,7.469497679,6.44229888,6.246056691,0,7.150701458,0,0.2,0.404761905,0.666666667,1461,540,1275,2,24,120,,,4,2,1,1,1,1,3,1,,3,2,5,1,2,LC,1
Falco,sparverius,32,-0.239781197,1.345504408,0.682124284,7.563677419,20.72326584,20.72326584,20.72326584,20.72326584,7.563677419,8.007410642,20.72326584,20.72326584,20.72326584,20.72326584,8.007410642,0,6.363028104,0,0.2,0.523809524,0.833333333,116,270,580,2,18,120,,,4,3,1,1,1,1,1,1,,5,1,5,1,1,LC,1
Falco,tinnunculus,9,0.037813978,1.05899415,0.723560684,18.30138286,19.95080417,17.41128765,10.54664342,7.439519322,6.966078663,10.95519159,20.72326584,20.72326584,15.43291353,8.314316362,7.518381655,0,6.599870499,0,0.4,0.404761905,0.833333333,202,355,735,2,18,144,,,4,2,1,1,2,1,1,1,,5,2,5,1,2,LC,1
Callipepla,californica,22,0.023581536,0.359776589,0.531848239,5.862743388,13.70298729,11.76774291,5.683533175,5.43266617,5.967516217,6.205015505,13.32107646,12.55415047,5.914541682,5.698217385,6.922372522,0,5.521460918,0.25,0.4,0.5,0.833333333,173,250,,2,12,72,,,3,4,1,1,2,1,1,2,,15,2,4,1,2,LC,1
Alectoris,rufa,13,-0.036717667,0.031219909,0.157389625,5.346890803,6.983545863,10.17730036,4.414938015,4.373040755,4.384349268,5.228569089,6.892015958,8.158214009,4.476807151,4.428737249,4.440729377,0,6.163314804,0.25,0.4,0.5,0.833333333,480,340,475,2,12,72,,,4,4,1,1,2,1,1,2,,12,2,4,1,2,LC,1
Perdix,perdix,138,0.002576771,0.588933536,0.576122155,5.811990876,15.87300396,15.91811441,6.928911506,5.804388622,5.896148087,5.993344359,14.58470939,14.67127462,7.664933733,5.983053265,6.107243358,0,6.142037406,0.25,0.4,0.5,0.666666667,390,300,465,2,10,96,,,3,4,1,1,2,1,1,2,,15,2,4,1,2,LC,1
Phasianus,colchicus,29,0.061784809,1.601321053,1.481786567,13.33193844,20.72326584,19.53588336,13.89204268,13.21326614,10.6556707,15.12259848,20.72326584,20.44836462,18.7503151,14.3878935,11.73759904,0,6.684611728,0,0.4,0.5,0.666666667,1135,700,800,2,10,96,,,3,4,1,1,2,1,1,1,,12,2,4,1,2,LC,1
Bonasa,bonasia,29,0.009250482,0.896861371,0.820480392,8.898743191,18.77564457,18.17698512,9.554016055,7.343681566,7.07947587,9.220118061,17.42729401,16.82162902,10.85708898,7.850316834,7.447793022,0,5.926926026,0,0.2,0.357142857,0.5,429,375,,2,10,60,,,4,4,1,0,2,1,2,1,,8,2,3,1,2,LC,1
Bonasa,umbellus,33,-0.035222714,0.155793173,0.697851217,9.269791542,10.2964352,13.27502236,7.271170947,5.621877979,6.432286065,8.647625508,9.700512758,10.47431604,7.64252602,5.799194237,6.732713901,0,6.063785209,0.25,0.4,0.5,0.5,577,430,,2,10,48,,,4,4,1,1,2,1,1,2,,10,2,4,1,2,LC,1
Colinus,virginianus,45,-0.01278587,0.160123142,0.454956066,8.357425659,10.31495174,11.43504853,5.883069133,9.106202585,8.631242667,8.267961157,9.559486264,10.01458779,6.199045335,9.000519247,9.021775319,1,5.298317367,0.25,0.4,0.380952381,0.5,178,200,,2,10,60,,,4,3,1,1,2,1,1,2,,12,3,4,1,2,LC,1
Dendragapus,canadensis,13,0.026301917,0.61319514,0.659027367,10.96057581,16.41791287,14.43699346,6.816576607,5.931339863,6.069009952,10.60950706,15.03519416,14.04232445,7.488857054,6.098508915,6.396940983,0,5.991464547,0.25,0,0.357142857,0.666666667,474,400,,2,10,120,,,3,4,1,0,1,1,1,2,,10,2,3,1,2,LC,1
Dendragapus,obscurus,11,-0.023070956,0.211103534,0.509164592,10.58730814,11.14608937,13.24213419,5.947031244,5.409994524,5.407508269,9.955115588,10.61440632,11.14812592,6.35005257,5.691686155,5.664145872,0,6.234410726,0.25,0,0.357142857,0.666666667,1040,510,,2,10,84,,,3,4,1,0,1,1,1,2,,10,2,3,1,2,LC,1
Lagopus,lagopus lagopus,29,0.00126154,0.021658805,0.157302347,4.668485559,6.472243726,6.414277613,4.370177364,5.025844535,4.395645956,4.734125497,6.196731221,6.181553509,4.401326354,5.14913451,4.447034951,0,5.966146739,0.25,0.4,0.357142857,0.666666667,550,390,,2,10,84,,,4,4,1,1,2,1,2,2,,7,2,3,1,2,LC,1
Lagopus,lagopus scoticus,107,0.00127031,0.412440315,0.478908633,5.741250492,14.28017631,14.07576579,6.49541239,5.715209564,5.89241779,5.921823545,12.80619167,13.03909081,6.902982845,5.888604759,6.114311068,0,5.940171253,0,0.4,0.238095238,0.666666667,559,380,,2,10,84,,,4,3,1,1,2,1,2,1,,9,2,3,1,2,LC,1
Lagopus,mutus,64,0.031660954,0.810419056,1.044405832,8.753270695,18.1965669,15.99596912,10.46181822,7.365257081,8.046247188,9.135690831,16.62343418,15.8681167,11.35071487,7.785467818,8.647649548,0,5.886104031,0,0.2,0.238095238,0.666666667,422,360,,2,10,84,,,4,3,1,1,1,1,2,1,,7,2,3,1,2,LC,1
Tetrao,tetrix,39,0.04371149,0.843992805,0.693785941,6.777233616,18.5901155,15.30011732,8.126558885,6.662375956,6.2393903,7.512411953,19.12675748,17.67622515,10.29752899,7.205885445,6.620545395,0,6.214608098,0.25,0.4,0.380952381,0.666666667,1083,500,,2,14,60,,,3,3,1,1,2,1,1,2,,8,2,4,1,2,LC,1
Tetrao,urogallus,29,0.001486482,0.026836965,0.162826908,4.796616296,6.743418046,6.626304438,4.440321212,5.103955064,4.761707769,4.856737284,6.357888413,6.25005064,4.48110982,5.191839633,4.889902762,0,6.802394763,0.25,0.4,0.238095238,0.666666667,2950,900,,2,10,120,,,3,3,1,1,2,1,1,2,,8,2,3,1,2,LC,1
Tympanuchus,cupido,14,-0.02656281,0.403836178,0.617984437,8.83138537,13.93084294,16.18529124,6.414269063,5.423962598,5.717464406,8.649040993,13.32775838,13.65502262,6.73161281,5.694642715,5.91831314,1,6.124683391,0.5,0.6,0.357142857,0.666666667,900,457,,2,10,72,,,3,4,1,1,2,2,2,3,,14,3,3,1,2,CD,2
Tympanuchus,phasianellus,18,0.136797431,0.536169143,0.429569493,5.983124267,15.7799399,8.024546324,7.24521204,6.078358759,5.097208904,6.14466671,14.35037929,10.71645588,7.69216376,6.240825254,5.242503959,0,6.063785209,0.25,0.2,0.5,0.5,885,430,,2,10,36,,,3,4,1,1,1,1,1,2,,12,2,4,1,2,LC,1
Grus,americana,57,0.037772866,0.022555468,0.688278397,5.421374606,6.603319508,4.659263023,5.524305656,5.730059595,5.644951628,6.572940107,9.038962577,5.316586448,6.367129195,6.882146188,6.477774651,1,7.673223121,0.5,1,0.738095238,0.833333333,5826,1450,2150,2,48,264,,,4,3,1,1,3,3,5,3,,2,2,4,2,2,EN,2
Grus,canadensis,19,0.0049225,0.086633183,0.250309798,5.752221748,8.746300931,8.324019804,4.867721078,4.835244644,4.809286459,6.306205634,10.54292667,10.19896605,5.046349937,4.980797628,4.969818323,0,7.60090246,0.25,0.4,0.261904762,0.666666667,3166,1000,2000,2,24,264,,,4,2,1,1,2,1,1,2,,2,2,4,1,2,LC,1
Gallinula,chloropus,13,-0.004433009,0.102974135,0.243160663,7.557303432,9.136464469,9.51363477,4.952903799,4.860502723,4.868680856,7.585670586,9.148536412,9.211506016,5.112268962,5.011008677,5.008973537,0,6.263398263,0,0.2,0.380952381,0.833333333,303,350,525,2,12,180,,,4,3,1,1,1,1,1,1,,15,2,4,1,2,LC,1
Gallirallus,sylvestris,14,0.05699866,0.015691016,0.218946533,4.366646865,6.372528944,4.226413683,4.320849377,4.330478984,4.243451409,4.395700606,5.838091075,4.586244617,4.341858576,4.36910579,4.304213223,1,6.204557763,1,0.8,0.857142857,0.5,496,380,495,2,9,120,,,4,4,1,1,3,2,5,5,,4,2,4,2,2,EN,2
Alauda,arvensis,45,0.045264043,0.109491326,0.91669557,7.947093424,9.30001952,6.399980701,6.739830401,7.296435548,7.339078181,8.337377504,9.144395134,7.636365972,7.200590972,7.81358497,8.405011281,0,5.192956851,0,0.4,0.380952381,0.833333333,40,180,,2,12,120,,,4,3,1,1,2,1,1,1,,15,2,4,1,1,LC,1
Certhia,americana,42,0.009653931,0.859550231,0.696697456,7.873853352,18.59165585,17.97426131,6.960545282,8.339576964,11.74836923,8.505321284,17.1799707,16.84477749,7.084237064,9.016448339,15.51591632,0,4.86753445,0.25,0.4,0.880952381,0.666666667,8.4,130,,2,10,72,,,5,3,1,1,2,1,1,2,,7,2,5,2,2,LC,1
Certhia,familiaris,24,0.04869473,0.370823548,0.444153605,5.342114073,13.82112422,10.20502646,5.775271513,5.29794524,5.259814865,5.55685486,13.32704113,11.6140647,6.215493529,5.500857053,5.383799286,0,4.828313737,0,0.2,0.380952381,0.833333333,9,125,,2,12,72,,,4,3,1,1,1,1,1,1,,10,2,4,1,1,LC,1
Cinclus,cinclus,19,-0.002845643,0.218988706,0.463424152,8.192943525,11.3498278,11.66695981,5.823447154,5.5530169,5.42993993,8.303451808,11.34866106,11.37487521,6.106467043,5.783288303,5.678374824,1,5.135798437,0,0.6,1,0.833333333,60,170,,2,12,96,,,4,4,1,1,3,1,2,1,,5,3,5,2,2,LC,1
Aphelocoma,ultramarina,10,0.010318424,0.044937053,0.214400354,6.647241251,7.407535483,6.704912504,4.550545468,4.54423067,4.64946506,7.303733615,8.219042303,7.51829528,4.695215712,4.69912671,4.780147562,0,5.669880923,0.25,0.4,0.380952381,0.833333333,125,290,,2,18,240,,,2,3,1,1,2,1,1,2,,8,2,4,1,2,LC,1
Corvus,brachyrhynchos,44,-0.087981841,2.088208091,1.234254742,8.121204064,20.72326584,20.72326584,8.114403888,12.97417204,20.72326584,9.241628397,20.72326584,20.72326584,9.231763375,16.28183372,20.72326584,0,6.109247583,0,0.2,0.261904762,0.833333333,448,450,,2,24,180,,,2,2,1,1,1,1,1,1,,6,2,4,1,1,LC,1
Corvus,corone,45,-0.006851141,0.058206105,0.216011593,4.986004033,7.90547939,8.443385074,4.868502466,4.903011101,4.76639412,5.219991832,9.420313316,9.917334986,5.045405635,5.10385763,4.921919568,0,6.075346031,0,0.2,0.380952381,0.833333333,570,435,,2,24,180,,,4,3,1,1,1,1,1,1,,5,2,4,1,1,LC,1
Corvus,frugilegus,12,-0.073683535,0.036998715,0.234893547,20.72326584,7.373686941,13.90577112,20.72326584,20.72326584,20.72326584,20.72326584,8.678173726,14.05917516,20.72326584,20.72326584,20.72326584,0,6.040254711,0,0,0.261904762,0.833333333,488,420,,2,24,180,,,2,2,1,0,1,1,1,1,,5,2,4,1,2,LC,1
Corvus,monedula,14,0.213980877,0.047595851,0.73666658,5.026842238,8.938258694,4.044481511,4.554140408,4.892997403,7.102682898,5.563039573,10.33899853,4.346040184,4.742067562,5.113128129,9.422147917,0,5.828945618,0,0,0.380952381,0.833333333,246,340,,2,24,180,,,1,3,1,0,1,1,1,1,,5,2,4,1,1,LC,1
Cyanocitta,cristata,41,-0.028369532,0.633786707,0.763862116,11.57012187,16.51737283,19.02498912,8.325431943,10.90919819,8.533742624,12.19240554,16.17327447,17.72750089,9.235104732,11.99476756,9.603903554,0,5.634789603,0.25,0.4,0.380952381,0.833333333,86.8,280,,2,12,108,,,2,3,1,1,2,1,1,2,,8,2,4,1,2,LC,1
Garrulus,glandarius,24,0.026192027,0.140678228,0.320909631,5.138618636,9.983661703,8.07857565,4.922437001,5.206557663,4.904782385,5.288549717,9.715397799,8.796197184,5.032358775,5.376084275,5.032280881,0,5.828945618,0,0.4,0.380952381,0.833333333,161,340,,2,12,108,,,4,3,1,0,2,2,1,1,,6,2,4,1,2,LC,1
Cardinalis,cardinalis,44,-0.043116363,0.469877515,0.847815186,8.034420539,14.86516487,18.53712789,7.896745577,8.038183365,6.987420516,8.931280411,14.61322971,16.2607971,8.593743332,8.942233651,7.509575394,0,5.393627546,0.25,0.2,0.380952381,0.833333333,45,220,,2,12,96,,,2,3,1,1,1,1,1,2,,7,2,4,1,1,LC,1
Dendroica,kirtlandii,25,0.049335468,0.020265244,0.546100438,5.325937023,6.561495852,4.388901522,20.72326584,20.72326584,6.021997757,7.502747323,6.537876039,4.918237654,5.958052543,17.34878178,6.102393023,1,5.010635294,0.5,0.8,0.619047619,0.833333333,14,150,,2,12,96,,,4,2,1,1,3,2,3,3,,10,3,4,2,2,VU,2
Emberiza,citrinella,19,0.029399029,0.205187201,0.462243714,7.533384513,11.25162094,9.060985675,5.694589731,5.219057404,5.342079082,7.67301446,11.09611006,10.02255694,5.88041645,5.354396037,5.601930102,0,5.075173815,0.25,0.2,0.261904762,0.833333333,26.5,160,,2,12,132,,,3,2,1,1,1,1,1,2,,8,2,4,1,2,LC,1
Emberiza,schoeniclus,19,0.027260163,0.172360077,0.281326838,4.965310463,10.58142407,8.539924525,5.006838192,4.878625977,4.850007224,5.083525996,10.4123086,9.41984542,5.150672242,4.972995182,4.976481251,0,5.010635294,0,0.2,0.261904762,0.833333333,18,150,,2,12,120,,,4,2,1,1,1,1,1,1,,10,2,4,1,2,LC,1
Junco,hyemalis,38,-0.170108905,2.510994985,1.325929752,10.34613995,20.72326584,20.72326584,4.391241683,10.81646616,8.969203822,11.58236258,20.72326584,20.72326584,4.430975869,12.14865746,9.906960667,0,5.075173815,0,0.4,0.261904762,0.833333333,20,160,,2,12,120,,,4,2,1,1,2,1,1,1,,8,2,4,1,2,LC,1
Melospiza,melodia,29,-0.037883182,0.899373376,0.761779133,8.063122333,19.00973021,20.72326584,7.838951287,8.143775867,7.177916207,8.950059177,19.09265302,20.72326584,9.348510615,8.893534162,7.971526605,0,5.192956851,0,0.2,0.404761905,0.833333333,21,180,,2,12,120,,,4,2,1,1,1,1,1,1,,8,2,5,1,2,LC,1
Passerina,cyanea,41,0.002326332,0.141998277,0.35900231,5.536308059,9.950960547,9.81956209,5.404722702,5.338265678,5.255797516,5.784261675,9.866560871,9.71594765,5.671712802,5.631421358,5.38979222,0,4.941642423,0,0.4,0.119047619,0.833333333,14.5,140,,2,12,96,,,4,2,1,1,2,1,1,1,,5,2,3,1,2,LC,1
Pheucticus,melanocephalus,15,-0.031333575,0.171515785,0.299893445,5.344044531,10.65114373,13.32529939,4.953021616,5.163928443,5.278216051,5.444285967,10.39452638,11.96624324,5.01588008,5.28570535,5.795247868,0,5.347107531,0.25,0.4,0.238095238,0.833333333,42,210,,2,12,108,,,4,3,1,1,2,1,2,2,,6,2,3,1,2,LC,1
Pipilo,erythrophthalmus,23,0.011663652,0.123760098,0.311010939,5.631010526,9.588323128,8.676893018,5.110930682,5.132251733,5.003832329,5.75544092,9.47177587,9.178179746,5.206932611,5.29675089,5.113344903,0,5.247024072,0.25,0.6,0.238095238,0.833333333,41,190,,2,12,72,,,4,3,1,1,2,2,1,2,,8,2,3,1,2,LC,1
Piranga,olivacea,15,-1.66667E-12,0.256353357,0.410325903,8.751055969,11.93711208,11.9275833,5.628391271,6.36197001,5.462997309,8.903296932,11.89638965,11.84624254,5.813784391,6.815473095,5.772941497,0,5.192956851,0,0.4,0.119047619,0.666666667,28.6,180,,2,12,60,,,4,2,1,1,2,1,1,1,,8,2,3,1,2,LC,1
Spiza,americana,27,0.018356156,0.141668987,0.290042981,5.031912428,9.916919826,8.596522009,5.001131597,4.951440073,4.920801758,5.123090908,9.263402708,8.885114685,5.124670209,5.034706406,5.017247602,1,5.075173815,0,0.4,0.261904762,0.666666667,27,160,,2,10,84,,,4,2,1,1,2,1,1,1,,8,3,4,1,2,LC,1
Spizella,arborea,41,-0.089533194,2.620202812,0.795327498,9.460603903,20.72326584,20.72326584,4.391241683,9.54766521,8.983899412,10.19711081,20.72326584,20.72326584,4.430975869,10.30831081,9.519453704,0,5.075173815,0.25,0.2,0.380952381,0.5,20,160,,2,10,60,,,4,3,1,1,1,1,1,2,,6,2,4,1,2,LC,1
Spizella,pusilla,23,-0.033813242,0.769448478,0.405145783,7.009421853,17.68273568,20.59081482,9.721643064,6.483963857,6.305258656,7.324592912,16.23235397,17.43900534,12.06492149,6.834638728,6.609305213,0,4.941642423,0,0.2,0.261904762,0.5,12.5,140,,2,10,60,,,4,2,1,1,1,1,1,1,,10,2,4,1,2,LC,1
Carduelis,cannabina,19,-0.042819591,0.239637723,0.385867277,8.406327097,11.77181293,15.3737649,5.749541497,5.316990137,5.383957684,8.203444623,11.57304585,12.47600824,5.997036455,5.545725455,5.568449093,0,4.86753445,0,0.4,0.261904762,0.833333333,15.3,130,,2,12,96,,,1,2,1,1,2,1,1,1,,10,2,4,1,2,LC,1
Carduelis,carduelis,13,0.06595771,0.037329292,0.257032912,6.140346549,7.309145737,4.519618961,5.021560946,4.918553056,4.947341097,6.328714979,7.275155566,5.15010816,5.145837074,5.097733792,5.095137816,0,4.86753445,0,0.2,0.380952381,0.833333333,15.6,130,,2,12,96,,,2,3,1,1,1,1,1,1,,10,2,4,1,2,LC,1
Carduelis,chloris,15,-0.061086049,0.186415766,0.345990254,6.466075849,10.99112841,16.06658138,5.249688768,5.392410217,5.116843476,6.579017683,10.97552285,12.98695253,5.382166545,5.713776112,5.252205545,0,5.010635294,0,0.4,0.380952381,0.833333333,30,150,,2,12,96,,,2,3,1,1,2,1,1,1,,10,2,4,1,1,LC,1
Carduelis,flammea,19,0.106047527,1.887827182,0.95533056,7.48205941,20.72326584,18.1608507,7.811899058,7.166060134,7.506053866,7.987864842,20.72326584,20.72326584,8.172991031,7.707253967,8.235018216,0,4.787491743,0,0.4,0.261904762,0.833333333,13,120,,2,12,84,,,2,2,1,1,2,1,1,1,,5,2,4,1,1,LC,1
Carduelis,spinus,19,0.011744397,1.168802703,0.765735802,9.221238131,20.72326584,20.34993462,10.94586386,8.322853853,7.158844699,11.31067741,19.33530033,19.10546823,14.30732659,9.121727363,7.575134651,0,4.700480366,0.25,0.4,0.261904762,0.666666667,14.5,110,,2,10,84,,,2,2,1,1,2,1,1,2,,8,2,4,1,2,LC,1
Carduelis,tristis,17,-0.146170979,0.533639102,0.718802762,9.618494699,15.66890117,20.72326584,7.455599097,7.354570833,6.480262897,10.00646788,15.45263976,21.00581615,8.089479605,7.990734856,6.889880439,0,4.86753445,0,0.4,0.119047619,0.833333333,13,130,,2,12,96,,,4,2,1,1,2,1,1,1,,10,2,3,1,1,LC,1
Carpodacus,erythrinus,19,0.200816427,0.322046353,0.790548997,7.684838129,13.67468109,5.427078779,6.227193919,6.829347294,6.216350214,8.269871243,13.57342162,7.240883233,6.634513292,7.333663592,6.606298645,0,5.010635294,0.25,0.4,0.380952381,0.833333333,24,150,,2,12,96,,,4,3,1,1,2,1,1,2,,5,2,4,1,2,LC,1
Coccothraustes,coccothraustes,19,0.015924773,0.089336578,0.242054411,5.352080797,8.845328744,7.649249281,4.798795991,4.744407943,4.740861496,5.43736007,8.70047694,8.211359018,4.882507713,4.852416532,4.854236894,0,5.010635294,0,0.4,0.261904762,0.833333333,54,150,,2,12,96,,,1,2,1,1,2,1,1,1,,8,2,4,1,2,LC,1
Fringilla,coelebs,24,-0.028881133,0.258845355,0.4309478,9.923437509,12.07348203,14.60450154,6.674047211,7.185976618,6.32962638,9.960788243,11.94815076,12.95150593,7.150236628,7.850289559,6.721753898,0,5.075173815,0,0,0.261904762,0.833333333,21,160,,2,12,72,,,4,2,1,0,1,1,1,1,,10,2,4,1,1,LC,1
Fringilla,montifringilla,19,-0.019973138,0.167594838,0.480606889,7.511988981,10.46108658,12.17408785,5.642791194,5.283136754,5.254748893,7.500218082,10.35283016,10.97890212,5.915498543,5.447283089,5.40702753,0,5.010635294,0.25,0.2,0.261904762,0.833333333,24,150,,2,12,84,,,4,2,1,1,1,1,1,2,,7,2,4,1,2,LC,1
Geospiza,fortis,18,0.042010193,0.466585157,0.644662811,11.68371082,14.8520641,11.72314546,7.755806759,6.070551274,6.315095419,11.94500147,14.59887015,13.17595963,8.575547384,6.533696919,6.64491677,1,5.010635294,0.5,0.4,0.595238095,0.833333333,24,150,,2,12,84,,,4,3,1,1,2,1,2,3,,5,3,3,2,2,LC,1
Geospiza,scandens,18,-0.012933637,0.219921116,0.531805512,8.035194176,11.43414317,12.45899307,5.817763943,5.368022412,5.38846547,8.098081591,11.26992869,11.78216271,6.158293391,5.639762267,5.625841385,1,4.605170186,0.5,0.4,0.857142857,0.833333333,23,100,,2,12,84,,,4,4,1,1,2,1,2,3,,5,3,4,2,2,LC,1
